classname,method,docstring,annotations,method_definition
org.apache.commons.beanutils.BeanUtils2TestCase,void testCopyPropertyConvertToStringIndexed(),"/**
     * Test <code>copyProperty()</code> converting to a String on indexed property
     */",,"@Override
    public void testCopyPropertyConvertToStringIndexed() {
        try {
            bean.setStringArray(new String[1]);
            BeanUtils.copyProperty(bean, ""stringArray[0]"", testUtilDate);
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date[] --> String[] length"", 1, bean.getStringArray().length);
        assertEquals(""java.util.Date[] --> String[] value "", testStringDate, bean.getStringArray()[0]);
    }"
org.apache.commons.beanutils.BeanUtils2TestCase,void testGetArrayPropertyDate(),"/**
     * Test <code>getArrayProperty()</code> converting to a String.
     */",,"@Override
    public void testGetArrayPropertyDate() {
        String[] value = null;
        try {
            bean.setDateArrayProperty(new java.util.Date[] {testUtilDate});
            value = BeanUtils.getArrayProperty(bean, ""dateArrayProperty"");
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date[] --> String[] length"", 1, value.length);
        assertEquals(""java.util.Date[] --> String[] value "", testStringDate, value[0]);
    }"
org.apache.commons.beanutils.BeanUtils2TestCase,void testGetIndexedPropertyDate(),"/**
     * Test <code>getArrayProperty()</code> converting to a String.
     */",,"@Override
    public void testGetIndexedPropertyDate() {
        String value = null;
        try {
            bean.setDateArrayProperty(new java.util.Date[] {testUtilDate});
            value = BeanUtils.getIndexedProperty(bean, ""dateArrayProperty[0]"");
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date[0] --> String"", testStringDate, value);
    }"
org.apache.commons.beanutils.BeanUtils2TestCase,void testGetSimplePropertyDate(),"/**
     * Test <code>getSimpleProperty()</code> converting to a String.
     */",,"@Override
    public void testGetSimplePropertyDate() {
        String value = null;
        try {
            bean.setDateProperty(testUtilDate);
            value = BeanUtils.getSimpleProperty(bean, ""dateProperty"");
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date --> String"", testStringDate, value);
    }"
org.apache.commons.beanutils.BeanUtils2TestCase,void testSetPropertyConvertToString(),"/**
     * Test <code>setProperty()</code> converting to a String.
     */",,"@Override
    public void testSetPropertyConvertToString() {
        try {
            BeanUtils.setProperty(bean, ""stringProperty"", testUtilDate);
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date --> String"", testStringDate, bean.getStringProperty());
    }"
org.apache.commons.beanutils.BeanUtils2TestCase,void testSetPropertyConvertToStringArray(),"/**
     * Test <code>setProperty()</code> converting to a String array.
     */",,"@Override
    public void testSetPropertyConvertToStringArray() {
        try {
            bean.setStringArray(null);
            BeanUtils.setProperty(bean, ""stringArray"", new java.util.Date[] {testUtilDate});
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date[] --> String[] length"", 1, bean.getStringArray().length);
        assertEquals(""java.util.Date[] --> String[] value "", testStringDate, bean.getStringArray()[0]);
    }"
org.apache.commons.beanutils.BeanUtils2TestCase,void testSetPropertyConvertToStringIndexed(),"/**
     * Test <code>setProperty()</code> converting to a String on indexed property
     */",,"@Override
    public void testSetPropertyConvertToStringIndexed() {
        try {
            bean.setStringArray(new String[1]);
            BeanUtils.setProperty(bean, ""stringArray[0]"", testUtilDate);
        } catch (final Throwable t) {
            fail(""Threw "" + t);
        }
        assertEquals(""java.util.Date --> String[]"", testStringDate, bean.getStringArray()[0]);
    }"
org.apache.commons.beanutils.IndexedTestBean,getStringArray(),"/**
     * Getter for the String[] property.
     */",,"public String[] getStringArray() {
        return stringArray;
    }"
org.apache.commons.beanutils.IndexedTestBean,void setStringArray(final String[] stringArray),"/**
     * Setter for the String[] property.
     */",,"public void setStringArray(final String[] stringArray) {
        this.stringArray = stringArray;
    }"
org.apache.commons.beanutils.IndexedTestBean,getStringArray(final int index),"/**
     * Indexed Getter for the String[] property.
     */",,"public String getStringArray(final int index) {
        return stringArray[index];
    }"
org.apache.commons.beanutils.IndexedTestBean,"void setStringArray(final int index, final String value)","/**
     * Indexed Setter for the String[] property.
     */",,"public void setStringArray(final int index, final String value) {
        stringArray[index] = value;
    }"
org.apache.commons.beanutils.IndexedTestBean,getStringList(),"/**
     * Getter for the java.util.List property.
     */",,"public List<String> getStringList() {
        return stringList;
    }"
org.apache.commons.beanutils.IndexedTestBean,void setStringList(final List<String> stringList),"/**
     * Setter for the java.util.List property.
     */",,"public void setStringList(final List<String> stringList) {
        this.stringList = stringList;
    }"
org.apache.commons.beanutils.IndexedTestBean,getStringList(final int index),"/**
     * Indexed Getter for the java.util.List property.
     */",,"public String getStringList(final int index) {
        return stringList.get(index);
    }"
org.apache.commons.beanutils.IndexedTestBean,"void setStringList(final int index, final String value)","/**
     * Indexed Setter for the java.util.List property.
     */",,"public void setStringList(final int index, final String value) {
        stringList.add(index, value);
    }"
org.apache.commons.beanutils.IndexedTestBean,getArrayList(),"/**
     * Getter for the java.util.ArrayList property.
     */",,"public ArrayList<Object> getArrayList() {
        return arrayList;
    }"
org.apache.commons.beanutils.IndexedTestBean,void setArrayList(final ArrayList<Object> arrayList),"/**
     * Setter for the java.util.ArrayList property.
     */",,"public void setArrayList(final ArrayList<Object> arrayList) {
        this.arrayList = arrayList;
    }"
org.apache.commons.beanutils.IndexedTestBean,getArrayList(final int index),"/**
     * Indexed Getter for the java.util.ArrayList property.
     */",,"public Object getArrayList(final int index) {
        return arrayList.get(index);
    }"
org.apache.commons.beanutils.IndexedTestBean,"void setArrayList(final int index, final Object value)","/**
     * Indexed Setter for the java.util.ArrayList property.
     */",,"public void setArrayList(final int index, final Object value) {
        arrayList.add(index, value);
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void main(final String[] args),"/**
     * Run thus Test
     */",,"public static void main(final String[] args) {
        junit.textui.TestRunner.run(suite());
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,suite(),"/**
     * Return the tests included in this test suite.
     */",,"public static Test suite() {
        return (new TestSuite(LazyDynaListTestCase.class));
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void setUp(),"/**
     * Set up instance variables required by this test case.
     */",,"@Override
    public void setUp() throws Exception {
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void tearDown(),"/**
     * Tear down instance variables required by this test case.
     */",,"@Override
    public void tearDown() {
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void testDynaBeanDynaClass(),"/**
     * Test DynaBean Create
     */",,"public void testDynaBeanDynaClass() {

        // Create LazyArrayList for DynaBeans
        final LazyDynaList list = new LazyDynaList(basicDynaClass);

        // test
        dynaBeanTest(list, BasicDynaBean.class, basicDynaClass, new BenchBean());
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void testDynaBeanType(),"/**
     * Test DynaBean Create
     */",,"public void testDynaBeanType() {

        // Create LazyArrayList for DynaBeans
        final LazyDynaList list = new LazyDynaList(LazyDynaBean.class);


        final LazyDynaBean bean = new LazyDynaBean();
        bean.set(""prop1"", ""val"");

        // test
        dynaBeanTest(list, LazyDynaBean.class, bean.getDynaClass(), new BenchBean());
    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void testMapDynaClass(),"/**
     * Test Map Create
     */",,"public void testMapDynaClass() {

        // Create LazyArrayList for TreeMap's
        final LazyDynaList list = new LazyDynaList(treeMapDynaClass);

        // test
        mapTest(list, TreeMap.class, new BenchBean());

    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void testMapType(),"/**
     * Test Map Create
     */",,"public void testMapType() {

        // Create LazyArrayList for HashMap's
        final LazyDynaList list = new LazyDynaList(HashMap.class);

        // test
        mapTest(list, HashMap.class, new BenchBean());

    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void testPojoDynaClass(),"/**
     * Test Pojo Create
     */",,"public void testPojoDynaClass() {

        // Create LazyArrayList for POJO's
        final LazyDynaList list = new LazyDynaList(pojoDynaClass);

        // test
        pojoTest(list, TestBean.class, new BenchBean());

    }"
org.apache.commons.beanutils.LazyDynaListTestCase,void testPojoType(),"/**
     * Test Pojo Create
     */",,"public void testPojoType() {

        // Create LazyArrayList for POJO's
        final LazyDynaList list = new LazyDynaList(TestBean.class);

        // test
        pojoTest(list, TestBean.class, new BenchBean());

    }"
