classname,method,docstring,method_definition
org.jsoup.nodes.Node,hasAttr(String attributeKey),"/**
     * Test if this Node has an attribute. <b>Case insensitive</b>.
     * @param attributeKey The attribute key to check.
     * @return true if the attribute exists, false if not.
     */","public boolean hasAttr(String attributeKey) {
        Validate.notNull(attributeKey);
        if (!hasAttributes())
            return false;

        if (attributeKey.startsWith(""abs:"")) {
            String key = attributeKey.substring(""abs:"".length());
            if (attributes().hasKeyIgnoreCase(key) && !absUrl(key).isEmpty())
                return true;
        }
        return attributes().hasKeyIgnoreCase(attributeKey);
    }"
org.jsoup.nodes.Node,removeAttr(String attributeKey),"/**
     * Remove an attribute from this node.
     * @param attributeKey The attribute to remove.
     * @return this (for chaining)
     */","public Node removeAttr(String attributeKey) {
        Validate.notNull(attributeKey);
        if (hasAttributes())
            attributes().removeIgnoreCase(attributeKey);
        return this;
    }"
org.jsoup.nodes.Node,clearAttributes(),"/**
     * Clear (remove) all of the attributes in this node.
     * @return this, for chaining
     */","public Node clearAttributes() {
        if (hasAttributes()) {
            Iterator<Attribute> it = attributes().iterator();
            while (it.hasNext()) {
                it.next();
                it.remove();
            }
        }
        return this;
    }"
org.jsoup.nodes.Node,baseUri(),"/**
     Get the base URI that applies to this node. Will return an empty string if not defined. Used to make relative links
     absolute.

     @return base URI
     @see #absUrl
     */",public abstract String baseUri();
org.jsoup.nodes.Node,void doSetBaseUri(String baseUri),"/**
     * Set the baseUri for just this node (not its descendants), if this Node tracks base URIs.
     * @param baseUri new URI
     */",protected abstract void doSetBaseUri(String baseUri);
org.jsoup.nodes.Node,void setBaseUri(final String baseUri),"/**
     Update the base URI of this node and all of its descendants.
     @param baseUri base URI to set
     */","public void setBaseUri(final String baseUri) {
        Validate.notNull(baseUri);
        doSetBaseUri(baseUri);
    }"
org.jsoup.nodes.Node,absUrl(String attributeKey),"/**
     * Get an absolute URL from a URL attribute that may be relative (such as an <code>&lt;a href&gt;</code> or
     * <code>&lt;img src&gt;</code>).
     * <p>
     * E.g.: <code>String absUrl = linkEl.absUrl(""href"");</code>
     * </p>
     * <p>
     * If the attribute value is already absolute (i.e. it starts with a protocol, like
     * <code>http://</code> or <code>https://</code> etc), and it successfully parses as a URL, the attribute is
     * returned directly. Otherwise, it is treated as a URL relative to the element's {@link #baseUri}, and made
     * absolute using that.
     * </p>
     * <p>
     * As an alternate, you can use the {@link #attr} method with the <code>abs:</code> prefix, e.g.:
     * <code>String absUrl = linkEl.attr(""abs:href"");</code>
     * </p>
     *
     * @param attributeKey The attribute key
     * @return An absolute URL if one could be made, or an empty string (not null) if the attribute was missing or
     * could not be made successfully into a URL.
     * @see #attr
     * @see java.net.URL#URL(java.net.URL, String)
     */","public String absUrl(String attributeKey) {
        Validate.notEmpty(attributeKey);
        if (!(hasAttributes() && attributes().hasKeyIgnoreCase(attributeKey))) // not using hasAttr, so that we don't recurse down hasAttr->absUrl
            return """";

        return StringUtil.resolve(baseUri(), attributes().getIgnoreCase(attributeKey));
    }"
org.jsoup.nodes.Node,ensureChildNodes(),,protected abstract List<Node> ensureChildNodes();
org.jsoup.nodes.Node,childNode(int index),"/**
     Get a child node by its 0-based index.
     @param index index of child node
     @return the child node at this index. Throws a {@code IndexOutOfBoundsException} if the index is out of bounds.
     */","public Node childNode(int index) {
        return ensureChildNodes().get(index);
    }"
org.jsoup.nodes.Node,childNodes(),"/**
     Get this node's children. Presented as an unmodifiable list: new children can not be added, but the child nodes
     themselves can be manipulated.
     @return list of children. If no children, returns an empty list.
     */","public List<Node> childNodes() {
        if (childNodeSize() == 0)
            return EmptyNodes;

        List<Node> children = ensureChildNodes();
        List<Node> rewrap = new ArrayList<>(children.size()); // wrapped so that looping and moving will not throw a CME as the source changes
        rewrap.addAll(children);
        return Collections.unmodifiableList(rewrap);
    }"
org.jsoup.nodes.Node,childNodesCopy(),"/**
     * Returns a deep copy of this node's children. Changes made to these nodes will not be reflected in the original
     * nodes
     * @return a deep copy of this node's children
     */","public List<Node> childNodesCopy() {
        final List<Node> nodes = ensureChildNodes();
        final ArrayList<Node> children = new ArrayList<>(nodes.size());
        for (Node node : nodes) {
            children.add(node.clone());
        }
        return children;
    }"
org.jsoup.nodes.Node,childNodeSize(),"/**
     * Get the number of child nodes that this node holds.
     * @return the number of child nodes that this node holds.
     */",public abstract int childNodeSize();
org.jsoup.nodes.Node,childNodesAsArray(),,"protected Node[] childNodesAsArray() {
        return ensureChildNodes().toArray(new Node[0]);
    }"
org.jsoup.nodes.Node,empty(),"/**
     * Delete all this node's children.
     * @return this node, for chaining
     */",public abstract Node empty();
org.jsoup.nodes.Node,parent(),"/**
     Gets this node's parent node.
     @return parent node; or null if no parent.
     @see #hasParent()
     */","public @Nullable Node parent() {
        return parentNode;
    }"
org.jsoup.nodes.Node,parentNode(),"/**
     Gets this node's parent node. Not overridable by extending classes, so useful if you really just need the Node type.
     @return parent node; or null if no parent.
     */","public @Nullable final Node parentNode() {
        return parentNode;
    }"
org.jsoup.nodes.Node,root(),"/**
     * Get this node's root node; that is, its topmost ancestor. If this node is the top ancestor, returns {@code this}.
     * @return topmost ancestor.
     */","public Node root() {
        Node node = this;
        while (node.parentNode != null)
            node = node.parentNode;
        return node;
    }"
org.jsoup.nodes.Node,ownerDocument(),"/**
     * Gets the Document associated with this Node.
     * @return the Document associated with this Node, or null if there is no such Document.
     */","public @Nullable Document ownerDocument() {
        Node root = root();
        return (root instanceof Document) ? (Document) root : null;
    }"
org.jsoup.nodes.Node,void remove(),"/**
     * Remove (delete) this node from the DOM tree. If this node has children, they are also removed.
     */","public void remove() {
        Validate.notNull(parentNode);
        parentNode.removeChild(this);
    }"
org.jsoup.nodes.Node,before(String html),"/**
     * Insert the specified HTML into the DOM before this node (as a preceding sibling).
     * @param html HTML to add before this node
     * @return this node, for chaining
     * @see #after(String)
     */","public Node before(String html) {
        addSiblingHtml(siblingIndex, html);
        return this;
    }"
